Game_date=20170604,DFS_Salary_date=20170604,PA_minimum=1,player names are delimited by quotes
MLB_ID,ESPN_ID,Name(LF),Name(FL),Team,H/A,Bats,Active,FD_pos,DK_pos,DD_pos,YH_pos,FD_sal,DK_sal,DD_sal,YH_sal,NP,PA,AB,Hits,2B,3B,HR,Runs,RBI,BB,IBB,SO,HBP,SB,CS,AVG,OBP,SLG,OPS,wOBA,MLB_ID(p),ESPN_ID(p),Pitcher_name(LF),Pitcher_name(FL),P_Team,Throws,game_time,Stadium,FD_sal,DK_sal,DD_sal,YH_sal
596119,32123,"Swihart, Blake"," Blake Swihart",bos,A,S,,2,2,2,2,,,,,14,2,2,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,501957,30285,"Tillman, Chris","Chris Tillman",bal,R,1:35 PM EDT,Camden Yards,,,,
455759,6514,"Young, Chris","Chris Young",bos,A,R,1,7,7,7,7,,,,,64,12,10,1,1,0,0,0,0,2,0,5,0,0,1,.100,.250,.200,.450,.221,501957,30285,"Tillman, Chris","Chris Tillman",bal,R,1:35 PM EDT,Camden Yards,,,,
537953,30910,"Nava, Daniel","Daniel Nava",phi,H,S,1,7,37,37,7,,,,,13,3,3,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,519043,31099,"Moore, Matt","Matt Moore",sf,L,1:35 PM EDT,Citizens Bank Park,,,,
519237,31811,"Rupp, Cameron","Cameron Rupp",phi,H,R,1,2,2,2,2,,,,,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,519043,31099,"Moore, Matt","Matt Moore",sf,L,1:35 PM EDT,Citizens Bank Park,,,,
459431,29505,"Saunders, Michael","Michael Saunders",phi,H,L,1,7,7,7,,,,,,31,8,8,3,0,0,1,2,1,0,0,2,0,1,0,.375,.375,.750,1.125,.475,519043,31099,"Moore, Matt","Matt Moore",sf,L,1:35 PM EDT,Citizens Bank Park,,,,
596748,32163,"Franco, Maikel","Maikel Franco",phi,H,R,1,5,5,5,5,,,,,20,5,5,1,0,0,0,0,0,0,0,1,0,0,0,.200,.200,.200,.400,.180,519043,31099,"Moore, Matt","Matt Moore",sf,L,1:35 PM EDT,Citizens Bank Park,,,,
520471,29670,"Galvis, Freddy","Freddy Galvis",phi,H,S,1,6,56,56,6,,,,,21,5,5,0,0,0,0,0,1,0,0,2,0,0,0,.000,.000,.000,.000,.000,519043,31099,"Moore, Matt","Matt Moore",sf,L,1:35 PM EDT,Citizens Bank Park,,,,
571437,31738,"Altherr, Aaron","Aaron Altherr",phi,H,R,1,7,7,7,7,,,,,13,3,2,1,1,0,0,0,1,1,0,0,0,0,0,.500,.667,1.000,1.667,.650,519043,31099,"Moore, Matt","Matt Moore",sf,L,1:35 PM EDT,Citizens Bank Park,,,,
435062,6524,"Kendrick, Howie","Howie Kendrick",phi,H,R,1,4,4,4,4,,,,,104,23,20,7,1,0,0,2,2,2,0,6,1,0,0,.350,.435,.400,.835,.380,519043,31099,"Moore, Matt","Matt Moore",sf,L,1:35 PM EDT,Citizens Bank Park,,,,
571830,31995,"Joseph, Tommy","Tommy Joseph",phi,H,R,1,,,,,,,,,14,3,0,0,0,0,0,1,0,3,0,0,0,0,0,.000,1.000,.000,1.000,.700,519043,31099,"Moore, Matt","Matt Moore",sf,L,1:35 PM EDT,Citizens Bank Park,,,,
514917,31130,"Hernandez, Cesar","Cesar Hernandez",phi,H,S,1,4,46,46,,,,,,31,6,5,2,1,1,0,1,2,1,0,2,0,0,0,.400,.500,1.000,1.500,.592,519043,31099,"Moore, Matt","Matt Moore",sf,L,1:35 PM EDT,Citizens Bank Park,,,,
546318,32868,"Herrera, Odubel","Odubel Herrera",phi,H,L,1,7,47,47,7,,,,,4,2,2,1,0,0,0,1,0,0,0,0,0,0,0,.500,.500,.500,1.000,.450,519043,31099,"Moore, Matt","Matt Moore",sf,L,1:35 PM EDT,Citizens Bank Park,,,,
434604,6300,"Morse, Mike"," Mike Morse",sf,A,R,,3,37,37,3,,,,,22,5,5,2,0,0,1,1,1,0,0,1,0,0,0,.400,.400,1.000,1.400,.580,476451,30506,"Hellickson, Jeremy","Jeremy Hellickson",phi,R,1:35 PM EDT,Citizens Bank Park,,,,
452655,29087,"Span, Denard","Denard Span",sf,A,L,1,7,7,7,,,,,,55,15,14,3,0,0,0,1,0,1,0,2,0,1,0,.214,.267,.214,.481,.227,476451,30506,"Hellickson, Jeremy","Jeremy Hellickson",phi,R,1:35 PM EDT,Citizens Bank Park,,,,
457763,30112,"Posey, Buster","Buster Posey",sf,A,R,1,2,23,23,2,,,,,38,11,9,1,0,0,0,1,1,1,0,0,0,0,0,.111,.182,.111,.293,.145,476451,30506,"Hellickson, Jeremy","Jeremy Hellickson",phi,R,1:35 PM EDT,Citizens Bank Park,,,,
592620,31499,"Parker, Jarrett"," Jarrett Parker",sf,A,L,,7,7,7,7,,,,,8,2,2,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,476451,30506,"Hellickson, Jeremy","Jeremy Hellickson",phi,R,1:35 PM EDT,Citizens Bank Park,,,,
431094,6190,"Hill, Aaron","Aaron Hill",sf,A,R,1,4,45,45,4,,,,,39,10,9,3,1,0,0,2,2,1,0,3,0,1,0,.333,.400,.444,.844,.375,476451,30506,"Hellickson, Jeremy","Jeremy Hellickson",phi,R,1:35 PM EDT,Citizens Bank Park,,,,
474832,30901,"Belt, Brandon","Brandon Belt",sf,A,L,1,3,3,3,3,,,,,24,6,6,3,0,0,0,0,0,0,0,2,0,0,0,.500,.500,.500,1.000,.450,476451,30506,"Hellickson, Jeremy","Jeremy Hellickson",phi,R,1:35 PM EDT,Citizens Bank Park,,,,
460026,29180,"Hundley, Nick","Nick Hundley",sf,A,R,1,2,2,2,,,,,,11,3,3,1,1,0,0,1,0,0,0,0,0,0,0,.333,.333,.667,1.000,.417,476451,30506,"Hellickson, Jeremy","Jeremy Hellickson",phi,R,1:35 PM EDT,Citizens Bank Park,,,,
543063,30469,"Crawford, Brandon","Brandon Crawford",sf,A,L,1,6,6,6,6,,,,,47,11,10,4,0,0,0,1,1,1,0,0,0,0,0,.400,.455,.400,.855,.391,476451,30506,"Hellickson, Jeremy","Jeremy Hellickson",phi,R,1:35 PM EDT,Citizens Bank Park,,,,
605412,32087,"Panik, Joe","Joe Panik",sf,A,L,1,4,4,4,,,,,,17,6,6,2,0,0,0,1,0,0,0,0,0,0,0,.333,.333,.333,.667,.300,476451,30506,"Hellickson, Jeremy","Jeremy Hellickson",phi,R,1:35 PM EDT,Citizens Bank Park,,,,
605509,33394,"Tomlinson, Kelby","Kelby Tomlinson",sf,A,R,1,4,46,46,4,,,,,13,2,1,0,0,0,0,0,0,1,0,1,0,0,0,.000,.500,.000,.500,.350,476451,30506,"Hellickson, Jeremy","Jeremy Hellickson",phi,R,1:35 PM EDT,Citizens Bank Park,,,,
456488,30290,"Nunez, Eduardo","Eduardo Nunez",sf,A,R,1,6,56,56,6,,,,,41,11,9,1,0,0,0,0,0,2,0,2,0,1,0,.111,.273,.111,.384,.209,476451,30506,"Hellickson, Jeremy","Jeremy Hellickson",phi,R,1:35 PM EDT,Citizens Bank Park,,,,
543216,29263,"Gillaspie, Conor"," Conor Gillaspie",sf,A,L,,5,,5,5,,,,,43,9,6,1,1,0,0,1,1,2,0,0,0,0,0,.167,.333,.333,.667,.294,476451,30506,"Hellickson, Jeremy","Jeremy Hellickson",phi,R,1:35 PM EDT,Citizens Bank Park,,,,
623143,33484,"Brown, Trevor"," Trevor Brown",sf,A,R,,,2,2,2,,,,,7,2,1,0,0,0,0,0,0,1,0,0,0,1,0,.000,.500,.000,.500,.350,476451,30506,"Hellickson, Jeremy","Jeremy Hellickson",phi,R,1:35 PM EDT,Citizens Bank Park,,,,
460075,28721,"Braun, Ryan"," Ryan Braun",mil,H,R,,7,7,7,7,,,,,19,6,5,3,1,0,0,0,0,0,0,0,1,0,0,.600,.667,.800,1.467,.625,628317,34892,"Maeda, Kenta","Kenta Maeda",lad,R,2:10 PM EDT,Miller Park,,,,
542340,31973,"Villar, Jonathan","Jonathan Villar",mil,H,S,1,6,56,56,6,,,,,23,6,6,1,0,0,0,0,0,0,0,1,0,0,0,.167,.167,.167,.333,.150,628317,34892,"Maeda, Kenta","Kenta Maeda",lad,R,2:10 PM EDT,Miller Park,,,,
608369,32691,"Seager, Corey","Corey Seager",lad,A,L,1,6,6,6,6,,,,,29,6,6,3,0,0,1,1,2,0,0,1,0,0,0,.500,.500,1.000,1.500,.633,605200,33829,"Davies, Zach","Zach Davies",mil,R,2:10 PM EDT,Miller Park,,,,
457759,29607,"Turner, Justin"," Justin Turner",lad,A,R,,5,45,45,5,,,,,19,6,6,2,0,0,1,1,1,0,0,1,0,0,0,.333,.333,.833,1.167,.483,605200,33829,"Davies, Zach","Zach Davies",mil,R,2:10 PM EDT,Miller Park,,,,
572204,30743,"Thompson, Trayce"," Trayce Thompson",lad,A,R,,7,7,7,7,,,,,15,5,4,1,0,0,1,1,2,1,0,0,0,0,0,.250,.400,1.000,1.400,.540,605200,33829,"Davies, Zach","Zach Davies",mil,R,2:10 PM EDT,Miller Park,,,,
518735,30950,"Grandal, Yasmani","Yasmani Grandal",lad,A,S,1,2,2,2,2,,,,,28,5,5,1,0,0,1,1,1,0,0,2,0,0,0,.200,.200,.800,1.000,.400,605200,33829,"Davies, Zach","Zach Davies",mil,R,2:10 PM EDT,Miller Park,,,,
624577,32574,"Puig, Yasiel","Yasiel Puig",lad,A,R,1,7,7,7,7,,,,,10,2,1,0,0,0,0,1,0,1,0,0,0,0,0,.000,.500,.000,.500,.350,605200,33829,"Davies, Zach","Zach Davies",mil,R,2:10 PM EDT,Miller Park,,,,
571771,31358,"Hernandez, Kike","Enrique Hernandez",lad,A,R,1,4,46,46,4,,,,,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,605200,33829,"Davies, Zach","Zach Davies",mil,R,2:10 PM EDT,Miller Park,,,,
475100,30714,"Van Slyke, Scott"," Scott Van Slyke",lad,A,R,,7,7,7,7,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,605200,33829,"Davies, Zach","Zach Davies",mil,R,2:10 PM EDT,Miller Park,,,,
408236,5405,"Gonzalez, Adrian","Adrian Gonzalez",lad,A,L,1,3,3,3,3,,,,,17,6,6,3,0,0,0,0,0,0,0,1,0,0,0,.500,.500,.500,1.000,.450,605200,33829,"Davies, Zach","Zach Davies",mil,R,2:10 PM EDT,Miller Park,,,,
592626,31392,"Pederson, Joc"," Joc Pederson",lad,A,L,,7,7,7,7,,,,,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,605200,33829,"Davies, Zach","Zach Davies",mil,R,2:10 PM EDT,Miller Park,,,,
400284,5383,"Utley, Chase","Chase Utley",lad,A,L,1,4,4,4,4,,,,,15,6,6,3,1,0,0,1,0,0,0,0,0,0,0,.500,.500,.667,1.167,.508,605200,33829,"Davies, Zach","Zach Davies",mil,R,2:10 PM EDT,Miller Park,,,,
543333,30993,"Hosmer, Eric","Eric Hosmer",kc,H,L,1,3,3,3,3,,,,,74,16,14,5,0,0,1,2,3,2,0,1,0,0,0,.357,.438,.571,1.009,.438,545333,32014,"Bauer, Trevor","Trevor Bauer",cle,R,2:15 PM EDT,Kauffman Stadium,,,,
542993,32860,"Burns, Billy","Billy Burns",kc,H,S,1,7,7,7,7,,,,,13,3,2,1,0,0,0,0,1,1,0,0,0,0,0,.500,.667,.500,1.167,.533,545333,32014,"Bauer, Trevor","Trevor Bauer",cle,R,2:15 PM EDT,Kauffman Stadium,,,,
460077,29436,"Butera, Drew","Drew Butera",kc,H,R,1,2,2,2,2,,,,,13,2,1,1,0,0,0,1,0,1,0,0,0,0,0,1.000,1.000,1.000,2.000,.800,545333,32014,"Bauer, Trevor","Trevor Bauer",cle,R,2:15 PM EDT,Kauffman Stadium,,,,
449181,29357,"Orlando, Paulo"," Paulo Orlando",kc,H,R,,7,7,7,7,,,,,5,3,3,1,1,0,0,1,1,0,0,0,0,0,0,.333,.333,.667,1.000,.417,545333,32014,"Bauer, Trevor","Trevor Bauer",cle,R,2:15 PM EDT,Kauffman Stadium,,,,
460086,28636,"Gordon, Alex","Alex Gordon",kc,H,L,1,7,7,7,7,,,,,78,18,12,2,0,0,1,1,2,5,2,3,1,0,1,.167,.444,.417,.861,.394,545333,32014,"Bauer, Trevor","Trevor Bauer",cle,R,2:15 PM EDT,Kauffman Stadium,,,,
593160,32422,"Merrifield, Whit","Whit Merrifield",kc,H,R,1,,,,,,,,,11,3,3,1,0,0,0,0,1,0,0,2,0,0,0,.333,.333,.333,.667,.300,545333,32014,"Bauer, Trevor","Trevor Bauer",cle,R,2:15 PM EDT,Kauffman Stadium,,,,
521692,31127,"Perez, Salvador","Salvador Perez",kc,H,R,1,2,2,2,2,,,,,57,16,16,1,1,0,0,1,0,0,0,6,0,0,0,.062,.062,.125,.188,.078,545333,32014,"Bauer, Trevor","Trevor Bauer",cle,R,2:15 PM EDT,Kauffman Stadium,,,,
519058,29999,"Moustakas, Mike","Mike Moustakas",kc,H,L,1,5,5,5,5,,,,,68,16,16,3,1,0,0,1,0,0,0,3,0,0,0,.188,.188,.250,.438,.191,545333,32014,"Bauer, Trevor","Trevor Bauer",cle,R,2:15 PM EDT,Kauffman Stadium,,,,
456715,29416,"Cain, Lorenzo","Lorenzo Cain",kc,H,R,1,7,7,7,7,,,,,54,16,15,4,1,1,1,3,2,1,0,2,0,0,1,.267,.312,.667,.979,.403,545333,32014,"Bauer, Trevor","Trevor Bauer",cle,R,2:15 PM EDT,Kauffman Stadium,,,,
444876,29229,"Escobar, Alcides","Alcides Escobar",kc,H,R,1,6,6,6,6,,,,,63,21,18,6,1,0,0,2,2,2,0,4,0,1,0,.333,.381,.389,.770,.340,545333,32014,"Bauer, Trevor","Trevor Bauer",cle,R,2:15 PM EDT,Kauffman Stadium,,,,
596144,31682,"Cuthbert, Cheslor","Cheslor Cuthbert",kc,H,R,1,5,5,5,5,,,,,13,3,2,0,0,0,0,0,0,1,0,0,0,0,0,.000,.333,.000,.333,.233,545333,32014,"Bauer, Trevor","Trevor Bauer",cle,R,2:15 PM EDT,Kauffman Stadium,,,,
460576,28762,"Gomez, Carlos"," Carlos Gomez",tex,H,R,,7,7,7,7,,,,,11,4,3,1,1,0,0,0,0,1,0,1,0,0,0,.333,.500,.667,1.167,.487,502748,31591,"Peacock, Brad","Brad Peacock",hou,R,3:05 PM EDT,Rangers Ballpark in Arlington,,,,
595777,31117,"Profar, Jurickson"," Jurickson Profar",tex,H,S,,,46,46,,,,,,17,4,4,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,502748,31591,"Peacock, Brad","Brad Peacock",hou,R,3:05 PM EDT,Rangers Ballpark in Arlington,,,,
608577,32820,"Mazara, Nomar","Nomar Mazara",tex,H,L,1,,,,,,,,,13,3,2,0,0,0,0,0,0,1,0,1,0,0,0,.000,.333,.000,.333,.233,502748,31591,"Peacock, Brad","Brad Peacock",hou,R,3:05 PM EDT,Rangers Ballpark in Arlington,,,,
596059,32170,"Odor, Rougned","Rougned Odor",tex,H,L,1,4,4,4,4,,,,,25,7,7,4,1,0,1,1,2,0,0,2,0,0,0,.571,.571,1.143,1.714,.721,502748,31591,"Peacock, Brad","Brad Peacock",hou,R,3:05 PM EDT,Rangers Ballpark in Arlington,,,,
592261,31360,"DeShields Jr., Delino","Delino DeShields",tex,H,R,1,7,7,7,7,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,502748,31591,"Peacock, Brad","Brad Peacock",hou,R,3:05 PM EDT,Rangers Ballpark in Arlington,,,,
425902,5915,"Fielder, Prince"," Prince Fielder",tex,H,L,,3,3,3,3,,,,,17,5,3,1,0,0,0,0,0,2,1,0,0,0,0,.333,.600,.333,.933,.460,502748,31591,"Peacock, Brad","Brad Peacock",hou,R,3:05 PM EDT,Rangers Ballpark in Arlington,,,,
134181,3878,"Beltre, Adrian","Adrian Beltre",tex,H,R,1,5,5,5,5,,,,,54,15,13,5,0,1,3,5,4,1,0,1,1,0,0,.385,.467,1.231,1.697,.660,502748,31591,"Peacock, Brad","Brad Peacock",hou,R,3:05 PM EDT,Rangers Ballpark in Arlington,,,,
455139,30445,"Chirinos, Robinson","Robinson Chirinos",tex,H,R,1,2,2,2,2,,,,,32,8,7,1,0,0,0,0,1,1,0,3,0,0,0,.143,.250,.143,.393,.200,502748,31591,"Peacock, Brad","Brad Peacock",hou,R,3:05 PM EDT,Rangers Ballpark in Arlington,,,,
435063,28444,"Napoli, Mike","Mike Napoli",tex,H,R,1,3,3,3,3,,,,,39,8,7,2,0,0,0,1,0,1,0,3,0,0,0,.286,.375,.286,.661,.312,502748,31591,"Peacock, Brad","Brad Peacock",hou,R,3:05 PM EDT,Rangers Ballpark in Arlington,,,,
462101,29515,"Andrus, Elvis","Elvis Andrus",tex,H,R,1,6,6,6,6,,,,,61,16,16,3,1,0,0,1,0,0,0,5,0,0,0,.188,.188,.250,.438,.191,502748,31591,"Peacock, Brad","Brad Peacock",hou,R,3:05 PM EDT,Rangers Ballpark in Arlington,,,,
608336,32818,"Gallo, Joey","Joey Gallo",tex,H,L,1,5,57,57,5,,,,,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,502748,31591,"Peacock, Brad","Brad Peacock",hou,R,3:05 PM EDT,Rangers Ballpark in Arlington,,,,
425783,6205,"Choo, Shin-Soo","Shin-Soo Choo",tex,H,L,1,7,7,7,7,,,,,54,12,11,4,0,0,0,2,1,1,0,3,0,1,0,.364,.417,.364,.780,.358,502748,31591,"Peacock, Brad","Brad Peacock",hou,R,3:05 PM EDT,Rangers Ballpark in Arlington,,,,
608324,34886,"Bregman, Alex","Alex Bregman",hou,A,R,1,,,,,,,,,21,7,6,0,0,0,0,1,0,1,0,1,0,0,0,.000,.143,.000,.143,.100,527048,31098,"Perez, Martin","Martin Perez",tex,L,3:05 PM EDT,Rangers Ballpark in Arlington,,,,
621043,32653,"Correa, Carlos","Carlos Correa",hou,A,R,1,6,6,6,6,,,,,82,19,15,4,0,0,0,2,3,4,0,2,0,0,0,.267,.421,.267,.688,.337,527048,31098,"Perez, Martin","Martin Perez",tex,L,3:05 PM EDT,Rangers Ballpark in Arlington,,,,
514888,31662,"Altuve, Jose","Jose Altuve",hou,A,R,1,4,4,4,4,,,,,90,29,27,10,6,0,0,4,3,2,0,3,0,0,0,.370,.414,.593,1.006,.431,527048,31098,"Perez, Martin","Martin Perez",tex,L,3:05 PM EDT,Rangers Ballpark in Arlington,,,,
545350,31195,"Marisnick, Jake","Jake Marisnick",hou,A,R,1,7,7,7,7,,,,,47,14,14,5,3,0,0,2,2,0,0,1,0,0,0,.357,.357,.571,.929,.396,527048,31098,"Perez, Martin","Martin Perez",tex,L,3:05 PM EDT,Rangers Ballpark in Arlington,,,,
493329,36006,"Gurriel, Yulieski","Yuli Gurriel",hou,A,R,1,,,,,,,,,9,3,3,1,0,0,0,0,0,0,0,0,0,0,1,.333,.333,.333,.667,.300,527048,31098,"Perez, Martin","Martin Perez",tex,L,3:05 PM EDT,Rangers Ballpark in Arlington,,,,
502210,30195,"Reddick, Josh","Josh Reddick",hou,A,L,1,7,7,7,7,,,,,101,22,20,3,1,0,0,3,2,2,0,5,0,1,0,.150,.227,.200,.427,.202,527048,31098,"Perez, Martin","Martin Perez",tex,L,3:05 PM EDT,Rangers Ballpark in Arlington,,,,
543807,32078,"Springer, George","George Springer",hou,A,R,1,7,7,7,7,,,,,55,17,16,2,0,0,0,2,0,1,0,3,0,0,0,.125,.176,.125,.301,.147,527048,31098,"Perez, Martin","Martin Perez",tex,L,3:05 PM EDT,Rangers Ballpark in Arlington,,,,
503556,30327,"Gonzalez, Marwin","Marwin Gonzalez",hou,A,S,1,6,56,56,6,,,,,57,15,15,4,0,0,0,2,2,0,0,3,0,0,0,.267,.267,.267,.533,.240,527048,31098,"Perez, Martin","Martin Perez",tex,L,3:05 PM EDT,Rangers Ballpark in Arlington,,,,
435263,6309,"McCann, Brian","Brian McCann",hou,A,L,1,2,2,2,2,,,,,7,3,3,1,0,0,0,0,0,0,0,0,0,0,0,.333,.333,.333,.667,.300,527048,31098,"Perez, Martin","Martin Perez",tex,L,3:05 PM EDT,Rangers Ballpark in Arlington,,,,
136860,3971,"Beltran, Carlos","Carlos Beltran",hou,A,S,1,7,7,7,7,,,,,16,6,6,2,0,0,0,1,0,0,0,1,0,0,0,.333,.333,.333,.667,.300,527048,31098,"Perez, Martin","Martin Perez",tex,L,3:05 PM EDT,Rangers Ballpark in Arlington,,,,
493114,32053,"Aoki, Norichika","Norichika Aoki",hou,A,L,1,7,7,7,7,,,,,24,6,6,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,527048,31098,"Perez, Martin","Martin Perez",tex,L,3:05 PM EDT,Rangers Ballpark in Arlington,,,,
594828,32863,"Gattis, Evan","Evan Gattis",hou,A,R,1,2,3,3,2,,,,,56,18,16,7,0,1,0,1,1,1,0,1,0,0,0,.438,.444,.562,1.007,.428,527048,31098,"Perez, Martin","Martin Perez",tex,L,3:05 PM EDT,Rangers Ballpark in Arlington,,,,
643603,34968,"White, Tyler"," Tyler White",hou,A,R,,,,,,,,,,20,6,5,1,0,0,0,0,1,1,0,0,0,0,0,.200,.333,.200,.533,.267,527048,31098,"Perez, Martin","Martin Perez",tex,L,3:05 PM EDT,Rangers Ballpark in Arlington,,,,
472528,29246,"Valbuena, Luis","Luis Valbuena",laa,H,L,1,5,45,45,5,,,,,8,2,1,0,0,0,0,0,0,1,0,1,0,0,0,.000,.500,.000,.500,.350,621244,32811,"Berrios, Jose","Jose Berrios",min,R,3:37 PM EDT,Angel Stadium,,,,
457727,6455,"Maybin, Cameron"," Cameron Maybin",laa,H,R,,7,7,7,7,,,,,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,.000,1.000,.000,1.000,.700,621244,32811,"Berrios, Jose","Jose Berrios",min,R,3:37 PM EDT,Angel Stadium,,,,
500871,30272,"Escobar, Eduardo","Eduardo Escobar",min,A,S,1,6,67,67,6,,,,,5,2,2,2,0,1,0,1,0,0,0,0,0,0,0,1.000,1.000,2.000,3.000,1.250,445060,6491,"Nolasco, Ricky","Ricky Nolasco",laa,R,3:37 PM EDT,Angel Stadium,,,,
460269,29361,"Gimenez, Chris","Chris Gimenez",min,A,R,1,2,2,2,2,,,,,19,3,3,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,445060,6491,"Nolasco, Ricky","Ricky Nolasco",laa,R,3:37 PM EDT,Angel Stadium,,,,
571974,31477,"Murphy, J.R."," J.R. Murphy",min,A,R,,2,2,2,2,,,,,7,2,2,1,0,0,0,0,0,0,0,1,0,0,0,.500,.500,.500,1.000,.450,445060,6491,"Nolasco, Ricky","Ricky Nolasco",laa,R,3:37 PM EDT,Angel Stadium,,,,
572821,31009,"Dozier, Brian","Brian Dozier",min,A,R,1,4,4,4,4,,,,,16,3,2,0,0,0,0,1,0,1,0,0,0,0,0,.000,.333,.000,.333,.233,445060,6491,"Nolasco, Ricky","Ricky Nolasco",laa,R,3:37 PM EDT,Angel Stadium,,,,
488771,30178,"Castro, Jason","Jason Castro",min,A,L,1,2,2,2,2,,,,,14,4,4,3,0,0,0,0,1,0,0,0,0,0,0,.750,.750,.750,1.500,.675,445060,6491,"Nolasco, Ricky","Ricky Nolasco",laa,R,3:37 PM EDT,Angel Stadium,,,,
408045,5378,"Mauer, Joe","Joe Mauer",min,A,L,1,3,3,3,3,,,,,14,3,3,2,0,0,0,0,1,0,0,0,0,0,0,.667,.667,.667,1.333,.600,445060,6491,"Nolasco, Ricky","Ricky Nolasco",laa,R,3:37 PM EDT,Angel Stadium,,,,
475174,30016,"Alonso, Yonder","Yonder Alonso",oak,H,L,1,,3,3,,,,,,18,6,6,1,1,0,0,0,0,0,0,1,0,0,0,.167,.167,.333,.500,.208,543699,31593,"Roark, Tanner","Tanner Roark",wsh,R,4:05 PM EDT,Oakland Coliseum,,,,
501981,31478,"Davis, Khris","Khris Davis",oak,H,R,1,7,7,7,7,,,,,18,3,3,1,0,0,0,1,0,0,0,1,0,0,0,.333,.333,.333,.667,.300,543699,31593,"Roark, Tanner","Tanner Roark",wsh,R,4:05 PM EDT,Oakland Coliseum,,,,
489267,29206,"Rosales, Adam","Adam Rosales",oak,H,R,1,4,,45,4,,,,,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,543699,31593,"Roark, Tanner","Tanner Roark",wsh,R,4:05 PM EDT,Oakland Coliseum,,,,
459964,29124,"Joyce, Matt","Matt Joyce",oak,H,L,1,7,7,7,7,,,,,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,543699,31593,"Roark, Tanner","Tanner Roark",wsh,R,4:05 PM EDT,Oakland Coliseum,,,,
476704,29074,"Lowrie, Jed","Jed Lowrie",oak,H,S,1,5,56,56,6,,,,,13,3,3,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,543699,31593,"Roark, Tanner","Tanner Roark",wsh,R,4:05 PM EDT,Oakland Coliseum,,,,
452220,6298,"Drew, Stephen","Stephen Drew",wsh,A,L,1,4,46,46,4,,,,,27,6,5,0,0,0,0,0,0,1,0,0,0,0,0,.000,.167,.000,.167,.117,543243,32082,"Gray, Sonny","Sonny Gray",oak,R,4:05 PM EDT,Oakland Coliseum,,,,
446308,29287,"Wieters, Matt","Matt Wieters",wsh,A,S,1,2,2,2,2,,,,,6,2,1,0,0,0,0,0,1,0,0,0,0,0,0,.000,.000,.000,.000,.000,543243,32082,"Gray, Sonny","Sonny Gray",oak,R,4:05 PM EDT,Oakland Coliseum,,,,
150029,4262,"Werth, Jayson","Jayson Werth",wsh,A,R,1,7,7,7,7,,,,,11,3,2,0,0,0,0,0,0,0,0,1,1,0,0,.000,.333,.000,.333,.233,543243,32082,"Gray, Sonny","Sonny Gray",oak,R,4:05 PM EDT,Oakland Coliseum,,,,
446653,29710,"Lobaton, Jose","Jose Lobaton",wsh,A,S,1,2,2,2,2,,,,,6,2,2,1,1,0,0,0,0,0,0,0,0,0,0,.500,.500,1.000,1.500,.625,543243,32082,"Gray, Sonny","Sonny Gray",oak,R,4:05 PM EDT,Oakland Coliseum,,,,
594809,32068,"Eaton, Adam"," Adam Eaton",wsh,A,L,,7,7,7,7,,,,,36,10,8,2,0,0,0,2,0,2,0,1,0,0,0,.250,.400,.250,.650,.320,543243,32082,"Gray, Sonny","Sonny Gray",oak,R,4:05 PM EDT,Oakland Coliseum,,,,
543685,32098,"Rendon, Anthony","Anthony Rendon",wsh,A,R,1,4,45,45,4,,,,,11,3,3,1,0,0,0,0,0,0,0,0,0,0,0,.333,.333,.333,.667,.300,543243,32082,"Gray, Sonny","Sonny Gray",oak,R,4:05 PM EDT,Oakland Coliseum,,,,
452252,28579,"Lind, Adam","Adam Lind",wsh,A,L,1,3,3,3,3,,,,,35,10,9,2,1,0,0,0,1,1,0,2,0,0,0,.222,.300,.333,.633,.285,543243,32082,"Gray, Sonny","Sonny Gray",oak,R,4:05 PM EDT,Oakland Coliseum,,,,
572287,32657,"Zunino, Mike","Mike Zunino",sea,H,R,1,2,,2,2,,,,,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,541640,31983,"Ramirez, Erasmo","Erasmo Ramirez",tb,R,4:10 PM EDT,Safeco Field,,,,
